Source,Sector,Business Name,Email,Phone number,Address,Name,Title of Contact Person,Website
Master.xlsx,-,Avscongres Ltd,info@avstel.mu,2123985,"39, St Georges Street, Port Louis",,,-; http://avstel.mu
Master.xlsx,-,Axa Customer Services (Rogers Outsourcing),ventes@axa-customerservices.com,2067900; 20679007445,Carnelian House N 8 Dbm Industrial Estate Coromandel,,,-; http://axa-customerservices.com
Master.xlsx,-,Axiomic Solution Ltd,info@axiomicsolution.com,9569394,"21,Brabant Street, 1St Floor Spar House, Bell Village, Port Louis",,,-; http://axiomicsolution.com
Master.xlsx,-,B&B Network,serge@network2b.com,2657485,Morc. Jhuboo,,,-; http://network2b.com
Master.xlsx,-,B.I.C Solutions Ltd,info@bicsolutionsltd.com,4655373,Cnr Ave Des Tulipes & Ave Trianon No.1 Quatre-Bornes,,,-; http://b.i.c; http://bicsolutionsltd.com; http://no.1
Master.xlsx,-,Bbcwyse Technology Co. Ltd,sales@bbcwyse.com,6988788,"Suite 13, Vavid House, Vacoas",,,-; http://bbcwyse.com
Master.xlsx,-,Bdo Solutions Ltd,yuttam.joysuree@bdo.mu,2029941,Port Louis,,,-; http://yuttam.joysuree@bdo.mu
Master.xlsx,-,Berney Call Center Ltd,bccmario@hotmail.com,2341699,"Royal Road, Terrasson, Pte Aux Sables",,,-; http://hotmail.com
Master.xlsx,-,Bharat Telecom Ltd,info@btl.mu,4046404; 4681305; 46813054046404,"8Th Floor Ebene Mews, 57 Ebene Cybercity",,,-; http://btl.mu
Master.xlsx,-,Bhumishq Technologies Ltd,contact@bhumishq.com,4676000; 46760004676006; 4676006,"9Th Floor, Mindspace, Bhumi Park, 45, Cyber City , Ebene",,,-; http://bhumishq.com
Master.xlsx,-,Birger Ltd,b_contacted@birger.technology,2020200; 20202002020256; 2020256,18 Jules Koenig Street Port Louis,,,-; http://birger.technology
Master.xlsx,-,Blended Services Ltd ( Formaclic),info@formaclic.net,2438657,"Office 230, First Floor, Block B, The Junction Business Hub, Calebasses",,,-; http://formaclic.net
Master.xlsx,-,Blissful Concept Ltd,arnaud.gras@blissfulconcept.com,4681670,"Nexteracom Tower 1, 10Th Floor, Ebene 72201",,,-; http://arnaud.gras@blissfulconcept.com
Master.xlsx,-,Blue Connect Ltd,vleonardi@bluelinkservices.fr,4042710; 404271027022703,"6Th Floor Cybertower 1, Wing B, Ebene",,,-; http://bluelinkservices.fr
Master.xlsx,-,Blue Ice Executive Ltd,fgavois@blueiceexecutive.com,4663693,"2Nd Floor, 280 Royal Road, Rose - Hill",,,-; http://blueiceexecutive.com
Master.xlsx,-,Bnl Trading Ltd,jeanbernard@bnltrading.net,2106036,"G1-G2, St James Court, St Denis Street, Port-Louis",,,-; http://bnltrading.net
Master.xlsx,-,Buromatic Limitee,buromat@intnet.mu,4274054,Leclezio Lane - Stevenson Avenue Quatre Bornes,,,-; http://intnet.mu
Master.xlsx,-,Business At Work (Mtius) Ltd,n.codron@b-a-w.com,4338080,"Moka Business Centre, 2Nd Floor No. 208, Montagne Ory, Moka",,,-; http://n.codron@b-a-w.com
Master.xlsx,-,Business Development Intn. Website Hosting & Solutions,info@bdiwebsolutions.com,2579708,"17 John Kennedy, Floreal",,,-; http://bdiwebsolutions.com
Master.xlsx,-,Bytes Technology Group (Mauritius) Ltd,info@btg.mu,4545240,"5, Henessy Street , Quatre- Bornes",,,-; http://btg.mu
Master.xlsx,-,Cabsis Consulting Ltd,contact@cabsis-consulting.com,6311087,"108 Rue Des Carangues, Blue Bay 50802",,,-; http://cabsis-consulting.com
Master.xlsx,-,Capfor Mauritius,fromann@capfor.mu,2088090,"Level 3, Somerset House, 23 Dr. E. Laurent Str, Port Louis",,,-; http://capfor.mu
Master.xlsx,-,Capline Call Center Ltd,capline.call@yaho.fr,2926196,Lislet Geoffroy (Po Box93 Curepipe),,,-; http://capline.call@yaho.fr
Master.xlsx,-,Cca Mauritius (Client Center Alliance) Mauritius Ltd,mireille.rose@ccamauritius.com,4059300; 40593009304,"Iks Building , Farquar Street, Port-Louis",,,-; http://mireille.rose@ccamauritius.com
Master.xlsx,-,Cegid Mauritius,ddietrich@cegid.fr,4271946,"4Th Floor, Immeuble Mascareignes, Angle Rue St Jean & Surcouf, Quatre Bornes",,,-; http://cegid.fr
Master.xlsx,-,Centosis Ltd,sales@centosis.com,4671001,"1St Floor, Cyber Tower 1, Cyber City, Ebene",,,-; http://centosis.com
Master.xlsx,-,Central Business Equipment Co.Ltd,cbe@intnet.mu,4543966,"2, H.O.L.P Building, Avenue D’Epinay, Quatre-Bornes",,,-; http://co.ltd; http://h.o.l.p; http://intnet.mu
Master.xlsx,-,Ceridian (Mauritius) Ltd,ceridian.mauritius@ceridian.com,4019983; 4544036; 45440364019983,"Level 9 Cyber Tower 1, Ebene 72201",,,-; http://ceridian.mauritius@ceridian.com
Master.xlsx,-,Channel It Ltd,sales@channelit.mu,2119190,"No 4 Swami Sivananda Street, Port Louis",,,-; http://channelit.mu
Master.xlsx,-,Chesteroc Ltd,denis.lacour@chesterocltd.com,4649930,"Lot 53, Cybercity Ebene",,,-; http://denis.lacour@chesterocltd.com
Master.xlsx,-,Cisolve International Ltd,info@cisolve.com,2072200; 20722004541700; 4541700,"2Nd Floor, Palm Court, 90 St Jean Rd, Quatre Bornes",,,-; http://cisolve.com
Master.xlsx,-,Cloud Factory,hello@thecloudfactoryemea.com,4337629,"The Factory Building, Vivea Business Park, Moka",,,-; http://thecloudfactoryemea.com
Master.xlsx,-,Communication Centres International (Group) Ltd,nicl.farmer@communicationcentres.com,2695927; 26959275928,"Suite 210, Gbbq, Chemin Vingt Pied, Grand Baie",,,-; http://nicl.farmer@communicationcentres.com
Master.xlsx,-,Compareo Outsourcing Ltd,anabelle.laverdure@compareo.net,4641705,3Rd Floor Ebene Mews 57 Cybercity Ebene,,,-; http://anabelle.laverdure@compareo.net
Master.xlsx,-,Compuspeed Ltd,compuspeed@orange.mu,2126000,5 Labourdonnais St. Port-Louis,,,-; http://orange.mu
Master.xlsx,-,Computer Vision Ltd,sales.cvltd@intnet.mu,2138080,"1St Floor Lim Fat Building, 38 St Louis Street, Port Louis",,,-; http://sales.cvltd@intnet.mu
Master.xlsx,-,Connexions Solutions Informatique Ltee,sales@computermauritius.com,4678525,"45, Avenue Poivre, Quatre Bornes",,,-; http://computermauritius.com
Master.xlsx,-,Connoiseur (Mauritius) Ltd.,satya@connoiseur.com,4677480,"B, Jootun Building, Royal Road, Belle Rose",,,-; http://connoiseur.com
Master.xlsx,-,Continuity Mauritius Co Ltd,info@continuitymauritius.com,2080777,"2Nd Floor, Blanche Birger Building, 18 Jules Koenig St, Port Louis",,,-; http://continuitymauritius.com
Master.xlsx,-,Crains Technologies Ltd,info@crainstech.com,2136513; 213651314,"37, Mere Barthelemy Street Port Louis",,,-; http://crainstech.com
Master.xlsx,-,Creativenav Limited,akhtar.ahamed@cbiz.co.uk,2503795,"34 Cybercity 3, 4Th Floor Ebene Heights, Ebene",,,-; http://akhtar.ahamed@cbiz.co.uk
Master.xlsx,-,Crionix Informatics Ltd,nishant@crionix.com,6379768,"Royal Road, Plaine Magnien",,,-; http://crionix.com
Master.xlsx,-,Css Corp,shakheel.navaz@csscorp.com,7053117,"Ebene Mews, 57 Ebene Cybercity, Ebene",,,-; http://shakheel.navaz@csscorp.com
Master.xlsx,-,Currimjee Informatics Ltd,contact@currimjeeinformatics.com,6709500,"Currimjee Arcades, 4Th Floor, 256 Royal Rd Curepipe",,,-; http://currimjeeinformatics.com
Master.xlsx,-,Cyber Learning Ltd,cyberlearning@intnet.mu,4132596,"No2 Commercial La Source, Central Flacq",,,-; http://intnet.mu
Master.xlsx,-,Cyberhub It Training Services Ltd,info@cyberhubit.com,4681050,"Wing A- 5Th Floor, Cyber Tower 1, Ebene",,,-; http://cyberhubit.com
Master.xlsx,-,Cybernaptics Ltd,admin@cybernaptics.mu,2062060,"Mauritius Freeport Development Business Building , Freeport Zone 5 Mer Rouge Port Louis",,,-; http://cybernaptics.mu
Master.xlsx,-,Cyberstars Ltd,ykrmbcs@gmail.com,6967738,"516, Royal Road, Castel. Phoenix",,,-; http://gmail.com
Master.xlsx,-,Cyberworld Ltd,cyberworld@intnet.mu,4315157,"Royal Road, Nouvelle Decouverte, Saint Pierre",,,-; http://intnet.mu
Master.xlsx,-,Cytech Systems Ltd,info@cytechsystems.com,2060107; 20601072556660; 2556660,"Trade And Marketing Centre, Mer Rouge, Port Louis",,,-; http://cytechsystems.com
Master.xlsx,-,Daiichi Process (Mauritius) Ltd,contact@daiichiprocess.com,2105949; 21059492106128; 2106128,"33 Pope Hennessy Street, Port Louis",,,-; http://daiichiprocess.com
Master.xlsx,-,Dakina Co Ltd,dabee@intnet.mu; veeroo@intnet.mu; veeroo@intnet.mu/dabee@intnet.mu,6869923,"St Paul Road , Vacoas",,,-; http://intnet.mu/dabee@intnet.mu
Master.xlsx,-,Data Communications Ltd - Dcl,info@dcl.mu,2036090; 2101327; 21013272036090,"1St Floor Cnr Mgr Gonin & Lislet Geoffroy Streets, Port Louis",,,-; http://dcl.mu
Master.xlsx,-,Dcdm Research,contact@dcdmresearch.com,4057850,"10 Remy Ollier Street, Port Louis. P.O. Box 1165",,,-; http://dcdmresearch.com; http://p.o
Master.xlsx,-,Digital Kites Ltd / Avarts,project@thedigitalkites.com,59587335,"1St Floor, Cybertower 1, Ebène",,,-; http://thedigitalkites.com
Master.xlsx,-,Distripc Ltd /Elytis,dkowlessur@elytis.mu,2868000,"Motorway M2, Pailles",,,-; http://elytis.mu
Master.xlsx,-,Dnp Computer Supplies Ltd,dnpcomp@intnet.mu,2613181,"Queen Elizabeth Road, 7Th Mile, Triolet",,,-; http://intnet.mu
Master.xlsx,-,Dodoweaver Ltd,info@dodoweaver.com,2132850,"2Nd Floor, Suite 83, Medine Mews Building, Chaussee Street, Port Louis",,,-; http://dodoweaver.com
Master.xlsx,-,Easy Net,info@easynet.io,2122400,"12Th Floor, Hennessy Court, 23 Pope Hennessy Street, Port Louis",,,-; http://easynet.io
Master.xlsx,-,Ebenezer Blue Ltd,stephen@ebenezerblue.com,7536396,"P.O. Box 1079, Port Louis",,,-; http://ebenezerblue.com; http://p.o
Master.xlsx,-,E-Call Propower.Mu Ltd (E-Call Shop),e-call@myt.mu,7717007,Quatre Bornes,,,-; http://myt.mu; http://propower.mu
Master.xlsx,-,Egallys Ltd,jose@egallys.com,4040808,"Goliva Court, 3Rd Floor,St Jean Road, Quatre Bornes",,,-; http://egallys.com
Master.xlsx,-,Elevation Concept Ltd,info@elevationconcept.com,9588880,"Stevenson Road Les Casernes, Curepipe",,,-; http://elevationconcept.com
Master.xlsx,-,Ems Consultants,ems@intnet.mu,2108400,"2Nd Floor, Devi House, Dr A. Perdreau Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Emtel Ltd,emtel@emtel.com,4545400,"10, Emtelworld, Ebene Cybercity, Ebene",,,-; http://emtel.com
Master.xlsx,-,Enovative It Consultant Ltd,eitconsult@intnet.mu,2453534,Valton Road Long Mountain,,,-; http://intnet.mu
Master.xlsx,-,Enterprise Data Services - Eds,info@eds.mu,4651700,"24 Dr. Roux Street, Rose-Hill",,,-; http://eds.mu
Master.xlsx,-,Enterprise Information Solutions - Eis,services.info@eis.mu,2117801; 21178012126077; 2126077,"Rogers House, 5 John Kennedy Street, Port-Louis",,,-; http://services.info@eis.mu
Master.xlsx,-,Esokia Web Agency Ltd,contact@esokia.com,52935111,"4Th Floor Orbis Court, 132 Saint Jean Street, Quatre Bornes",,,-; http://esokia.com
Master.xlsx,-,Europlus Direct International Ltd,info.epdioi@europlusdirect.com,2139180,60C D'Artois Street - Port Louis,,,-; http://info.epdioi@europlusdirect.com
Master.xlsx,-,Everywhere Connect Ltd,econnect@myt.mu,7044467,Bon Acceuil,,,-; http://myt.mu
Master.xlsx,-,Evonue Digital / Across Digital,info@across.digital,57432165,"16 Gold Coast Complex, Kalimaye Residence., Flic En Flac",,,-; http://across.digital
Master.xlsx,-,Expand Technologies,info@expand-technology.com,6023666,"Valentina Road, Pont Fer, Phoenix",,,-; http://expand-technology.com
Master.xlsx,-,Express Communications Ltd,sales@expcomltd.com,4679292,"Ground Floor, 26 Louis Pasteur St Rose Hill",,,-; http://expcomltd.com
Master.xlsx,-,Extedim Limited,dir@extedim.pro,4337072,"Morcellement Bheenick, Telfair, Moka",,,-; http://extedim.pro
Master.xlsx,-,Extension Interactive Ltd,laurent@extension-interactive.com,4677406,"14 Ave. Des Lataniers, Quatre Bornes 72238",,,-; http://extension-interactive.com
Master.xlsx,-,Fgy Management Services Ltd,fgyoffice@fgyms.biz,4667307,"132, St Jean Road, Quatre Bornes",,,-; http://fgyms.biz
Master.xlsx,-,Fintech International Ltd,loitags@ibtnet.mu,2089022,"1St Floor River Court, 6 St Denis Street, Port Louis",,,-; http://ibtnet.mu
Master.xlsx,-,Fody Technologies Limited,contact@fodytechnologies.com,4660065,"59 Sir Celicourt Antelme Avenue, Quatre Bornes",,,-; http://fodytechnologies.com
Master.xlsx,-,Frci - Formation Recruitment Et Conseils Informatiques,info@frci.net,6012828,"1St Floor, The Hub, Industrial Zone, Phoenix",,,-; http://frci.net
Master.xlsx,-,Freed Graphics Ltd,info@freedgraphics.com,7970229,11 Murray Ave St Patrick Rose Hill,,,-; http://freedgraphics.com
Master.xlsx,-,G2D Development Services Co Ltd,info@g2d.mu,4677676,"602 Newry Complex, St Jean Road, Quatre Bornes",,,-; http://g2d.mu
Master.xlsx,-,Global Integrated Solutions (Africa) Limited,info@gis.mu,4999447,"38 Quartier Du Baobab, Labourdonnais, Mapou",,,-; http://gis.mu
Master.xlsx,-,Gocloud Ltd,info@gocloud.mu,57451000,-,,,-; http://gocloud.mu
Master.xlsx,-,Gws Technologies Ltd (I-Spy360),info@i-spy360.mu,2086028,"42C, Volcy Pougnet Street, Port-Louis",,,-; http://i-spy360.mu
Master.xlsx,-,Haines Outsourcing Ltd,shakil@hainesbpo.com,2584645,No 10 Dhl Building Sir Virgil Naz Street Port Louis,,,-; http://hainesbpo.com
Master.xlsx,-,Harel Mallac Technologies - Hmt,info@hmtechnologies.mu,2073200,"18 Edith Cavell Street, Port Louis",,,-; http://hmtechnologies.mu
Master.xlsx,-,Hdm Ltd - Pharmagest,sachin.reeto@pharmagest.mu,2111861,"7Th Floor Harbour Front Building, Pres. John Kenedy Street, Port Louis",,,-; http://sachin.reeto@pharmagest.mu
Master.xlsx,-,Heyhoka Consulting,info@heyhoka.com,7433911,"H6, Residence Villeneuve, Sodnac, Quatre Bornes",,,-; http://heyhoka.com
Master.xlsx,-,Hinduja Global Solutions Ltd,enquiries@teamhgs.com,4663130,"3Rd Floor, Wing A, Cybertower 1, Ebene",,,-; http://teamhgs.com
Master.xlsx,-,Hm Rawat Ltd,info@hmrawat.com,4059999,"Hassam Moussa Rawat Business Centre, 149-151 Royal Road, Beau Bassin",,,-; http://hmrawat.com
Master.xlsx,-,Hot Link Co Ltd (Yello),hotlink@intnet.mu,2060200,"P.O.Box 676, Bell Village, Port Louis",,,-; http://intnet.mu; http://p.o.box
Master.xlsx,-,"Huawei Technologies (Mauritius) Co., Ltd",admin.mu@huawei.com,4031800,"Nexteracom, Cybercity, Ebene",,,-; http://admin.mu@huawei.com
Master.xlsx,-,Ibm (Mauritius) Ltd,yusufa@za.ibm.com,4679801; 46798014679820; 4679820,"Unit 2Ef, 2Nd Floor, Raffles Tower, Cybercity, Ebene",,,-; http://za.ibm.com
Master.xlsx,-,Ichoc Ltd,nfo@ichoc.com,4542237,"6A, Sir Walter Besant Street, Beau Bassin",,,-; http://ichoc.com
Master.xlsx,-,Imagine Company Ltd,imagine.info@intnet.mu,2130217,14D Corner Labourdonnais/Antonio Street Port Louis,,,-; http://imagine.info@intnet.mu
Master.xlsx,-,Impress Ltd,impress@myt.mu,2179966,"56, Sir Edgar Laurent St. Port Louis",,,-; http://myt.mu
Master.xlsx,-,Ims - Information Management Services,dlf@intnet.mu,4276168,"8 Ave Farquhar, Quatre Bornes",,,-; http://intnet.mu
Master.xlsx,-,Indian Cloud & Development / Wysiwyg,slaes@caspeo.fr,9427892,"C/O Junga, Bpml Building, Beau Vallon, Mahebourg",,,-; http://caspeo.fr
Master.xlsx,-,Info Quest Ltd,marketing@infoqweb.com,7728533,"72A, Ave. E. Anquetil, Vacoas",,,-; http://infoqweb.com
Master.xlsx,-,Infogil Ltee,info@infogil.com,2167068,"16, Sir Edgar Laurent Street, Port Louis",,,-; http://infogil.com
Master.xlsx,-,Infokeens Ltd,rina@infokeens.com,4274635,3 Cossigny Avenue Quatre Bornes,,,-; http://infokeens.com
Master.xlsx,-,Infolegale (Maurice) Ltee,frederic.julien@infolegale.fr,4681854,"Cyber Tower 1,Ebene",,,-; http://frederic.julien@infolegale.fr
Master.xlsx,-,Infomil (Mauritius) Ltd,cnemorin@infomil.mu,4648884,"7Th Floor, Cyber Tower1, Ebene 72201",,,-; http://infomil.mu
Master.xlsx,-,Infonorth Co Ltd,infonorth@intnet.mu,2830072,"1St Floor, Ghunah Building, Royal Road, Goodlands",,,-; http://intnet.mu
Master.xlsx,-,Infozen Consulting Ltd,contact@infozen-consulting.com,2107000; 4640655; 46406552107000,"508 St James Court, St Denis Street, Port-Louis",,,-; http://infozen-consulting.com
Master.xlsx,-,Insynium Ltd,frederic@insynium.com,4034419,"Bowen Square, 10 Rue Dr. Ferriere, Port Louis",,,-; http://insynium.com
Master.xlsx,-,Intelenet(Mauritius)Ltd,siddharth.bahl@serco.com,4020700,"Level 4, Tower 1, Nexteracom, Ebene City, Ebene",,,-; http://siddharth.bahl@serco.com
Master.xlsx,-,Interbusiness Technology Ltd,ibtltd@intnet.mu,4671000,"2Nd Floor, Wing B, Cybertower 1, Ebene",,,-; http://intnet.mu
Master.xlsx,-,International Informatics(Mtius) Ltd,audit@alma.in; director@iiml.mu; director@iiml.mu/audit@alma.in,6272353,"29, Goonagar Street, Mare D’Albert",,,-; http://iiml.mu/audit@alma.in
Master.xlsx,-,Internet Advance Services Ltd,contact@service-internet-offshore.com,9752203,"280 Royal Road, 2Nd Floor, Rose Hil",,,-; http://service-internet-offshore.com
Master.xlsx,-,Investment & Management Services Ltd,info@imsmauritius.com,2133700,"C/O Trinity Complex, 42 Rue St James Port Louis",,,-; http://imsmauritius.com
Master.xlsx,-,Io-Sis Indian Ocean Strategic Information Syystems,contact@io-sis.com,4046060,"9Th Floor , Raffles Tower 19 Cybercity, Ebene",,,-; http://io-sis.com
Master.xlsx,-,Ip Com Solutions,contact@ipcomsolutions.com,4651762,02 Avenue Osman Quatre Bornes,,,-; http://ipcomsolutions.com
Master.xlsx,-,Ireland Blyth Ltd (Information Technology),ithelpdesk@iblgroup.com,2028200,"Ibl House, Caudan, Port Louis",,,-; http://iblgroup.com
Master.xlsx,-,Island Communications Ltd,info@icl.mu,4672323,"22, Sir Edgar Laurent Street, Rose Hill",,,-; http://icl.mu
Master.xlsx,-,Island Vision Ltd,islandvsn@yahoo.com,6987549,"Royal Road, Castel, Eau Coulee",,,-; http://yahoo.com
Master.xlsx,-,Isodom Maurice Ltd,ydijoux@isodom.com,4681539,"Office 303 Ebene Junction Building, Rue De La Democratie, Ebene",,,-; http://isodom.com
Master.xlsx,-,It Support Centre Ltd,info@ittechcorporte.com,2428358,"313, Royal Road, Vallee Des Pretres, Port-Louis",,,-; http://ittechcorporte.com
Master.xlsx,-,Itelligence Business Solutions,thussain@itelligencesya.com,2160170; 2504998; 25049982160170,"34, Cyber City, 4Th Floor, Ebene Heights, Ebene",,,-; http://itelligencesya.com
Master.xlsx,-,Itexpress Computers Ltd,gigatronics.computers@gmail.com,6256611; 62566117643806; 7643806,Royal Road Surinam,,,-; http://gigatronics.computers@gmail.com
Master.xlsx,-,Itsolvz Ltd,info@itsolvz.mu,2866060,"Max Industry Complex, Anse Courtois, Pailles",,,-; http://itsolvz.mu
Master.xlsx,-,Ix Software Ltd,ix@ix.mu,4272599,"2, Bernandin De St Pierre , Quatre Bornes",,,-; http://ix.mu
Master.xlsx,-,Jacey Computer Systems,jacey@jacey.org; showroom@jacey.org,2108888; 21088882108999; 2108999,"4-6 Volcy Pougnet St, Port Louis",,,-; http://jacey.org
Master.xlsx,-,Jobselecta. Com,info@jobselecta.com,2135067,"Po Box 1126, Port Loui",,,-; http://jobselecta.com
Master.xlsx,-,Joran Technologies,contact@joran.fr,2139292; 21392922129759,"10 Remy Ollier Street, Abdulla Plaza, Port Louis",,,-; http://joran.fr
Master.xlsx,-,Kaira Mauritius Pvt Ltd,yogesh@kairaglobal.com,6984822,"81/A, Dairy Lane, Floreal",,,-; http://kairaglobal.com
Master.xlsx,-,Kaldera Ltd,sales@kaldera.mu,4681300,"3Rd Floor Ebene Mews, 57 Cybercity Ebene",,,-; http://kaldera.mu
Master.xlsx,-,Kalija Bpo Mauritius Ltd,karin@kalijabpo.com; karin@vvm.co.za; karin@vvm.co.za/karin@kalijabpo.com,2104856,"Office 210, 2Nd Floor Dias Pier Building, Le Caudan Waterfront, Port Louis",,,-; http://vvm.co.za/karin@kalijabpo.com
Master.xlsx,-,Keep Moving Company Ltd,sales@keepmovingltd.com,2543399,"28, Desforges Street Port-Louis",,,-; http://keepmovingltd.com
Master.xlsx,-,Keyrus (Mauritius) Ltd,nicolas.sobrido@ketyrus.com,4271132,5Eme Etage - Immeuble Mascareignes - Avenue Saint Jean Quatre Bornes,,,-; http://nicolas.sobrido@ketyrus.com
Master.xlsx,-,Klb Group (Mauritius) Ltd,jjuliette@kib-group.com,2492497,"2Nd Floor Kl House Motorway M3, Riche Terre",,,-; http://kib-group.com
Master.xlsx,-,Km Orizzon Ltd,info@orizzon.com,4676550,"Industrial Zone, Trianon, Quatre Bornes",,,-; http://orizzon.com
Master.xlsx,-,Knowledge Seven Ltd,info@knowledge7.com,4647446,"Suite 505-506, Newry Complex, St Jean Road, Quatre-Bornes",,,-; http://knowledge7.com
Master.xlsx,-,Kotari Integrated Technologies Ltd,kotariitl@intnet.mu,7993117,"208, Ramdour Arcades, Royal Road, Rose Hill",,,-; http://intnet.mu
Master.xlsx,-,Kshreya Technologies Ltd,kshreyatech@gmail.com,2918565,"Royal Road, Morcellement Saint Andre",,,-; http://gmail.com
Master.xlsx,-,Kubera Technology Ltd,kuberatech@yahoo.com,6262387,"Coolisse Road, Riv Des Anguilles",,,-; http://yahoo.com
Master.xlsx,-,Lafayaworld Ltd,lafayaworld@live.com,7432638,Roshni Road Fond Du Sac,,,-; http://live.com
Master.xlsx,-,Lagoon Software Ltd,dfl@lagoonb.com,4535732,"43 Avenue Des Canaris, Morc Safeland 3, Flic En Flac",,,-; http://lagoonb.com
Master.xlsx,-,Le Morne Itc Services Ltd,sricht@gmail.com,9194853,Morcellement Cambier,,,-; http://gmail.com
Master.xlsx,-,Les Solutions De Donnees Ltee / Quantum Solutions,info@quantum.mu,4835460,"Impass Bois Mapou, Carlos, Tamarin",,,-; http://quantum.mu
Master.xlsx,-,Lew Kiong Fah & Sons Ltd,lkfsonsltd@yahoo.com,2170738,"38, Dr Joseph Riviere Street, Port-Louis",,,-; http://yahoo.com
Master.xlsx,-,Linkbynet Indian Ocean Ltd,lio-sales@linkbynet.com,4667735; 4675247; 46752474667735,"8Th Floor Orbis Court, 132 Route St Jean, Quatre Bornes 5397",,,-; http://linkbynet.com
